SOURCE_ID,ra,dec,pmra,pmdec,phot_g_mean_mag
5644038960583375616,128.33574473913504,-29.384139301510693,23.376920868182886,-12.077844653226606,18.32987
5644038960583401344,128.33057916224394,-29.375583579567405,-0.07144747689060704,3.9795452334634254,19.84797
6702549838420805248,271.44335390849255,-51.80800149398772,-2.2131706573019354,-8.462262407534535,20.904617
6702549838420808960,271.4370864091997,-51.8090027732637,-6.610626391075127,-8.769166962731738,20.329817
6702549838425240064,271.44997508451286,-51.806274677108966,-0.12818081736976783,-6.077248287707185,18.607748
5644230451715025408,124.55682848800134,-30.644799423104324,2.517099152116744,-5.428838705514834,14.438719
5643393929517635328,125.46781838502434,-31.19882870417748,-7.38830138975237,1.6672742232616138,20.459768
5643393929523571072,125.46267004958271,-31.1935888738879,-3.638920011629798,5.643804108080898,16.206562
5643393929523584256,125.4648230787341,-31.21107661967132,-6.5937433421595575,5.769285554922169,12.208345
5971131235931644544,252.09037568080473,-37.85720503067649,-0.9547086838596242,-4.2152955988715775,20.340855
5971131235932127744,252.0933781200743,-37.854949235254836,-4.399434896504193,-2.6655632607768376,19.437014
5971131235932127872,252.09013927013592,-37.856306459976246,-3.669733144517494,-4.591890699865748,20.28084
5971131235932129792,252.09481044139847,-37.8564357975718,-4.438450039886148,-2.330397996607781,19.177921
5971131235932130048,252.09315980749813,-37.85744461104706,-2.2214657134143705,0.2908689660006824,20.282743
5971131235932134912,252.09633402871052,-37.86140555651638,-1.9334697941519454,-7.8239359035309715,20.149845
6702370579368877312,275.9147163457547,-50.69914316175667,0.009945010779158325,-6.63411038588691,18.435318
6702370579368885504,275.9101117324048,-50.696704760360696,6.307764574046882,-1.9878810957266495,19.059462
5342715329399117312,173.60664473501848,-57.58297138121385,-7.409516026482693,1.1288117691071577,20.439045
3099748678587916288,100.41296568750737,-7.657992184067762,-5.188228369193681,-5.791523859135488,19.377037
3099748682882671616,100.41724844318537,-7.654032359324612,-0.3518299087977176,-0.6263516136527979,20.31774
3099748682885607168,100.4130607106063,-7.6554406192954945,6.4790742627632,-3.442998824155621,17.390535
3099748712946018560,100.42615212150243,-7.64925430496126,-0.09058185155134377,-1.98037320630484,19.299309
3100071286470096384,100.47299501907965,-6.595371462352398,5.238567032512621,-6.678324659988286,11.405366
3100071316527957632,100.44612950387521,-6.602415479494162,-0.0946760872481902,-2.6362854238242632,14.348475
3100071316527964032,100.44455879188818,-6.598778990797472,-0.05258603049427658,-2.0327800027037704,19.463295
3100071350887736192,100.46310822563153,-6.583155460756015,-3.089980620349516,-2.126477809229496,20.062712
6034256874231039104,251.70633118168777,-26.111640693928205,2.2153062737630558,2.200633524677293,13.076993
6034256874236432384,251.7030259347785,-26.108044254536466,-4.807975923132275,2.7313018833561094,17.515429
6034256878542976128,251.70885583489573,-26.119263522771913,-16.552359230876455,-4.271342565917278,20.14314
5643580017560551680,127.98363876124677,-31.183241950824215,-3.7731948850025474,16.642059740492762,18.985346
5643580017563285504,127.99489317294733,-31.18038095131412,-4.078000340479957,8.991927502476482,18.762701
5342775218429169408,172.15585369986567,-57.26427897867722,-4.792420179386466,2.1414981488583322,20.834879
5342775218443383808,172.14848478612126,-57.268893212161935,-6.858690400942381,-1.4762920597266833,20.295704
4532571797428035072,282.14070497891566,23.671758453136576,2.0727893903816574,-3.2119545129643807,20.747496
6702712531783740672,271.87485618175816,-51.33410803435247,5.725521518282104,1.6172623244966733,17.81675
6702712566139338624,271.8614356492371,-51.32775653041821,-5.5415845488243045,-11.838455719648106,20.766773
6701972972773924736,274.6247758395554,-52.09736393408711,-1.4171098436068408,-6.743696301775547,19.76552
6701973007127517440,274.5984681506281,-52.104804971122945,-1.7272564353350084,-3.4823114237306103,18.655695
6701973007129122560,274.60019670376056,-52.1005092560962,-11.947439851871211,-2.625880101526681,20.350002
5971048527750011776,251.0573949806116,-38.329276440124175,-6.726752231840512,-3.575648542234907,20.545925
5971048527750032128,251.05889306691222,-38.331582095902554,0.16015796887842781,-2.7656945707089906,19.52032
4532948620676768128,283.6481482759923,22.50152936775914,-0.2926313112630513,-3.0534642961065246,20.527637
4532948620684762368,283.6454029059206,22.498443122926485,4.086622618495323,3.735874515463548,16.390997
6702183666688997504,276.15996697058864,-50.99500588715881,-7.1010811025303795,-14.472668190276814,20.08077
6702183696747294976,276.13745525831865,-50.99479270427433,5.1669110376800305,-10.879550471818163,19.718658
6702183696747318656,276.14570606999854,-50.98529869743964,-0.9497799158039978,-6.848355323392777,20.340755
6702183696754258816,276.1527110137939,-50.987937847449786,2.666009114960879,0.07330002372268556,19.900852
6702183701042998016,276.14454593269505,-50.98030519618827,38.15370500180719,-8.177933395360112,18.905224
