SOURCE_ID,ra,dec,pmra,pmdec,phot_g_mean_mag
6702183701043752320,276.1306463870611,-50.99515167473297,-2.5027564494187184,-9.569837080659317,20.666517
5342587987904246144,175.43883804996383,-57.26824877496807,-10.905544961942804,-2.001874336181826,20.043465
5342587987924078208,175.41661269175043,-57.26512980497428,-9.06757802716747,1.3382558273547593,19.952778
5644038857504185728,128.26526344933936,-29.376190546183086,-3.9872745637602347,6.850640112089206,18.300543
5644038861802697984,128.26806109061675,-29.369517609862246,-2.835246901864499,-0.049012680239844536,20.811619
4532780257953990656,281.88771966943426,23.994829835813377,2.092017170136501,-3.1704186756375035,20.295689
4532780257953997440,281.8766302313567,23.999949237037576,-14.992256136639496,-22.59575569506705,20.446968
4532780257954202112,281.8893649555303,23.99773467259971,-4.954864062217058,-2.8551922453029044,20.274364
4532780257961134080,281.89535721829753,24.0004881922975,3.5768273211166095,-10.577027078157348,19.719463
5971172227106555904,251.28486246055684,-37.71597985983156,-3.817185064637528,-6.521231039103881,20.215591
5971172227107492992,251.27930153693632,-37.72799176479026,-1.4484985885606063,-0.9233511259517748,19.83639
5643393959578845056,125.46590315677844,-31.1904439468887,2.712336353101615,-0.1859007386762407,17.245165
5643393959583817728,125.47133648193665,-31.19447394721865,-15.918324336821144,19.401752490610512,19.237482
5643393963877371776,125.47820042891843,-31.192859012999822,-0.09719788249481387,1.49119558583388,20.688698
5643393993938567936,125.45464569767206,-31.196265269950928,-4.2349322132082285,6.0817375669105616,20.596457
5643216289666555264,127.62017177113293,-31.214430864226678,-3.294155014743221,2.5070199953322847,20.68886
6034256878542983040,251.70443591124248,-26.117383076336566,7.905156805325615,-5.981995368582837,19.526436
6034256878542992768,251.71087328098955,-26.10544651311453,2.5509510300703893,2.446079918066628,18.919239
6034256878543869312,251.7128106199893,-26.109926377413924,-3.3154251085502064,-1.2360225099516138,20.157774
6034256878543869568,251.7147118240879,-26.108965242932022,-12.274195265146357,-20.136217690855823,
6034256878543873280,251.7086808964844,-26.107046381323492,-2.548862990293043,-2.613808776701553,20.032867
6034256878543874688,251.7081802295707,-26.106244021892874,-2.2341863638423076,-7.075760800999084,20.67922
3099748747305752960,100.40270266359454,-7.652294242587683,-1.7938549221256663,-0.014975821279750211,18.28417
5971220021480241664,253.33960875328307,-38.365307939903346,-2.1045353622092025,-4.612058527576677,19.72847
5971220021483208704,253.33596183118772,-38.36021831113555,-3.3122320468197657,-1.098148480898824,20.203348
5971220021485001344,253.34617542697515,-38.3521896616379,2.518485403615178,-4.866486621718783,20.741083
6702712566143487488,271.8533871038554,-51.32622149483829,1.6999380313670447,-8.784985047715866,13.932099
6701973007133672192,274.60070010669597,-52.10786448426937,4.921459407120325,-3.366534184757737,18.161552
6701973007133681408,274.5931528759354,-52.10532921825988,0.5530558460984696,-60.61259306406396,17.105995
6701973007133684352,274.60076531886324,-52.09581336511326,0.12013386849329531,-0.03139524844979093,18.988108
6701973041487245952,274.63349740516844,-52.08290588061686,-2.283942964196104,-2.0198865860040773,20.312765
5644230481767869312,124.56403101491446,-30.631359506265827,-6.123078448136077,-5.45835306002596,20.512722
5644230486067180160,124.57286549501028,-30.63818889020321,-0.31841742548424845,3.5861753292352643,19.840485
5342587992204960256,175.4366210460353,-57.269002289697475,-14.07734541623315,0.25569943542166046,20.187529
5342587992204960384,175.43608200883102,-57.26888051214549,-13.314821905708795,0.6703374887896489,19.985062
6702549872776747136,271.48009069371557,-51.79364239615225,-3.48455634368576,-6.221458515380832,20.068148
5644038891863952000,128.27940776622313,-29.36644395523638,-2.8827130692189717,3.1335958101046066,20.421835
5644038891863953152,128.27571161772903,-29.366076528281802,-6.703776357955596,8.563555504507343,18.848278
5644038896161188352,128.27330676721706,-29.363257777794445,-12.304687642497395,5.7074485469175125,20.256798
5644038896168823168,128.26976346562677,-29.368029487654145,-8.820823021404102,-1.880731443973277,14.547188
5971092340695027072,251.47810925585458,-38.28042426386327,-1.5205553784681376,-2.673203257764669,18.987406
5971092340695033344,251.47783767485356,-38.27967163890435,-7.383281454214962,-10.14604896046794,20.568129
5971092340695039872,251.47810751067846,-38.27854674482789,-1.364788641329777,0.8431361297476555,19.147524
5971092340696458496,251.47615159604308,-38.29883923997698,-15.42662193889468,-6.964646424376572,20.118177
5643811292964144640,128.3256530543976,-29.929395999401144,-3.851145455072732,-1.0480251571092676,18.81023
5971172227107505408,251.27647096013246,-37.719974446704796,-2.0941628006401167,-3.7182292554582586,20.253563
5971172227108847360,251.26952752696923,-37.720571725913224,-8.485440076766377,2.0234717374055973,20.416454
5643393998237115136,125.45311307830715,-31.193374437058154,-4.465160681588655,8.12108488876107,20.581953
5643393998243053824,125.45536899697457,-31.190229435062346,-0.6513243659625443,7.651349794482461,17.23791
5643393998243497088,125.4549776413772,-31.195153982351755,-0.6524892686119524,0.7705780240221729,20.67179
5971131235932139392,252.09706856417895,-37.863289207550054,-1.187019308539257,-2.3187131369234,19.80402
5971131235932830464,252.09399222729525,-37.854670461651025,2.8488956492999478,5.830596456233206,20.63602
